Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
okvirji-moschino-mol579-macja-acetat-crna-716736365695,MOL579,"<div class=""morela-product-details"">
  <ul class=""details-data"">
  <h3>Model očal</h3>
  <li><span class=""label"">Znamka</span><b class=""data"">Moschino</b></li>
  <li><span class=""label"">Model</span><b class=""data"">MOL579</b></li>
  <li><span class=""label"">Dodatna oznaka</span><b class=""data"">807</b></li>
  <li><span class=""label"">Kolekcija</span><b class=""data"">ženska</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti okvirja</h3>
  <li><span class=""label"">Velikost</span><b class=""data"">srednja (53-19-140)</b></li>
  <li><span class=""label"">Oblika</span><b class=""data"">mačja</b></li>
  <li><span class=""label"">Debelina</span><b class=""data"">normalna</b></li>
  <li><span class=""label"">Material</span><b class=""data"">acetat</b></li>
  <li><span class=""label"">Barva</span><b class=""data"">črna</b></li>
  <li><span class=""label"">Obdelava</span><b class=""data"">sijaj</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti stekel</h3>
  <li><span class=""label"">Clip on</span><b class=""data"">ne</b></li>
  <li><span class=""label"">Progresiva</span><b class=""data"">da</b></li>
  </ul>
 </div>",Moschino,okvirji,"""stg, Moschino, okvirji, sijaj, progresiv, _tab1_morela-kvaliteta-lec, tah, črna, srednja, acetat, _tab3_material-acetat, mačja, normalna, _tab2_oblika-okvirja-macja, _tab0_velikost-ocal, ženska, q3 2022, 2022-8, nodiscount, upld-2022-08-11, etg""",FALSE,barva,črna,velikost,srednja,,,E716736365695,,shopify,1,deny,manual,109,109,TRUE,TRUE,716736365695,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,1,Moschino MOL579,,Moschino MOL579| Optika Morela - shopmorela.si,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,,,
soncna-ocala-david-beckham-db-7044-s-oglata-acetat-crna-716736365824,DB 7044/S,"<div class=""morela-product-details"">
  <ul class=""details-data"">
  <h3>Model očal</h3>
  <li><span class=""label"">Znamka</span><b class=""data"">David Beckham</b></li>
  <li><span class=""label"">Model</span><b class=""data"">DB 7044/S</b></li>
  <li><span class=""label"">Dodatna oznaka</span><b class=""data"">807</b></li>
  <li><span class=""label"">Kolekcija</span><b class=""data"">moška</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti okvirja</h3>
  <li><span class=""label"">Velikost</span><b class=""data"">srednja (50-22-145)</b></li>
  <li><span class=""label"">Oblika</span><b class=""data"">oglata</b></li>
  <li><span class=""label"">Debelina</span><b class=""data"">normalna</b></li>
  <li><span class=""label"">Material</span><b class=""data"">acetat</b></li>
  <li><span class=""label"">Barva</span><b class=""data"">črna</b></li>
  <li><span class=""label"">Obdelava</span><b class=""data"">sijaj</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti stekel</h3>
  <li><span class=""label"">Barva</span><b class=""data"">siva</b></li>
  <li><span class=""label"">Polarizacija</span><b class=""data"">ne</b></li>
  <li><span class=""label"">Progresiva</span><b class=""data"">da</b></li>
  </ul>
 </div>",David Beckham,sončna očala,"""stg, David Beckham, sončna očala, sijaj, progresiv, _tab1_morela-kvalitetna-zascita, črna, srednja, acetat, _tab3_material-acetat, oglata, normalna, _tab2_oblika-okvirja-oglata, _tab0_velikost-ocal, gls-siva, standardno, , moška, q3 2022, 2022-8, nodiscount, upld-2022-08-11, etg""",FALSE,barva,črna,velikost,srednja,,,E716736365824,,shopify,2,deny,manual,209,209,TRUE,TRUE,716736365824,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,1,David Beckham DB 7044/S,,David Beckham DB 7044/S| Optika Morela - shopmorela.si,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,,,
soncna-ocala-david-beckham-db-1046-s-okrogla-acetat-havana-716736366074,DB 1046/S,"<div class=""morela-product-details"">
  <ul class=""details-data"">
  <h3>Model očal</h3>
  <li><span class=""label"">Znamka</span><b class=""data"">David Beckham</b></li>
  <li><span class=""label"">Model</span><b class=""data"">DB 1046/S</b></li>
  <li><span class=""label"">Dodatna oznaka</span><b class=""data"">086</b></li>
  <li><span class=""label"">Kolekcija</span><b class=""data"">moška</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti okvirja</h3>
  <li><span class=""label"">Velikost</span><b class=""data"">široka (56-18-145)</b></li>
  <li><span class=""label"">Oblika</span><b class=""data"">okrogla</b></li>
  <li><span class=""label"">Debelina</span><b class=""data"">normalna</b></li>
  <li><span class=""label"">Material</span><b class=""data"">acetat</b></li>
  <li><span class=""label"">Barva</span><b class=""data"">havana</b></li>
  <li><span class=""label"">Obdelava</span><b class=""data"">sijaj, vzorec</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti stekel</h3>
  <li><span class=""label"">Barva</span><b class=""data"">zelena</b></li>
  <li><span class=""label"">Polarizacija</span><b class=""data"">ne</b></li>
  <li><span class=""label"">Progresiva</span><b class=""data"">da</b></li>
  </ul>
 </div>",David Beckham,sončna očala,"""stg, David Beckham, sončna očala, sijaj, vzorec, progresiv, _tab1_morela-kvalitetna-zascita, havana, široka, acetat, _tab3_material-acetat, okrogla, normalna, _tab2_oblika-okvirja-okrogla, _tab0_velikost-ocal, gls-zelena, standardno, , moška, q3 2022, 2022-8, nodiscount, upld-2022-08-11, etg""",FALSE,barva,havana,velikost,široka,,,E716736366074,,shopify,1,deny,manual,179,179,TRUE,TRUE,716736366074,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,1,David Beckham DB 1046/S,,David Beckham DB 1046/S| Optika Morela - shopmorela.si,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,,,
okvirji-david-beckham-db-1050-oglata-acetat-rjava-716736366661,DB 1050,"<div class=""morela-product-details"">
  <ul class=""details-data"">
  <h3>Model očal</h3>
  <li><span class=""label"">Znamka</span><b class=""data"">David Beckham</b></li>
  <li><span class=""label"">Model</span><b class=""data"">DB 1050</b></li>
  <li><span class=""label"">Dodatna oznaka</span><b class=""data"">EX4</b></li>
  <li><span class=""label"">Kolekcija</span><b class=""data"">moška</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti okvirja</h3>
  <li><span class=""label"">Velikost</span><b class=""data"">srednja (54-20-140)</b></li>
  <li><span class=""label"">Oblika</span><b class=""data"">oglata</b></li>
  <li><span class=""label"">Debelina</span><b class=""data"">normalna</b></li>
  <li><span class=""label"">Material</span><b class=""data"">acetat</b></li>
  <li><span class=""label"">Barva</span><b class=""data"">rjava</b></li>
  <li><span class=""label"">Obdelava</span><b class=""data"">sijaj, vzorec</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti stekel</h3>
  <li><span class=""label"">Clip on</span><b class=""data"">ne</b></li>
  <li><span class=""label"">Progresiva</span><b class=""data"">da</b></li>
  </ul>
 </div>",David Beckham,okvirji,"""stg, David Beckham, okvirji, sijaj, vzorec, progresiv, _tab1_morela-kvaliteta-lec, tah, rjava, srednja, acetat, _tab3_material-acetat, oglata, normalna, _tab2_oblika-okvirja-oglata, _tab0_velikost-ocal, moška, q3 2022, 2022-8, nodiscount, upld-2022-08-11, etg""",FALSE,barva,rjava,velikost,srednja,,,E716736366661,,shopify,1,deny,manual,149,149,TRUE,TRUE,716736366661,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,1,David Beckham DB 1050,,David Beckham DB 1050| Optika Morela - shopmorela.si,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,,,
soncna-ocala-moschino-mol037-s-okrogla-monel-zlata-716736366944,MOL037/S,"<div class=""morela-product-details"">
  <ul class=""details-data"">
  <h3>Model očal</h3>
  <li><span class=""label"">Znamka</span><b class=""data"">Moschino</b></li>
  <li><span class=""label"">Model</span><b class=""data"">MOL037/S</b></li>
  <li><span class=""label"">Dodatna oznaka</span><b class=""data"">DDB</b></li>
  <li><span class=""label"">Kolekcija</span><b class=""data"">ženska</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti okvirja</h3>
  <li><span class=""label"">Velikost</span><b class=""data"">srednja (54-18-140)</b></li>
  <li><span class=""label"">Oblika</span><b class=""data"">okrogla</b></li>
  <li><span class=""label"">Debelina</span><b class=""data"">tanka</b></li>
  <li><span class=""label"">Material</span><b class=""data"">monel</b></li>
  <li><span class=""label"">Barva</span><b class=""data"">zlata</b></li>
  <li><span class=""label"">Obdelava</span><b class=""data"">sijaj</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti stekel</h3>
  <li><span class=""label"">Barva</span><b class=""data"">siva, prelivna</b></li>
  <li><span class=""label"">Polarizacija</span><b class=""data"">ne</b></li>
  <li><span class=""label"">Progresiva</span><b class=""data"">da</b></li>
  </ul>
 </div>",Moschino,sončna očala,"""stg, Moschino, sončna očala, sijaj, progresiv, _tab1_morela-kvalitetna-zascita, zlata, srednja, monel, kovinska, _tab3_material-monel, okrogla, tanka, _tab2_oblika-okvirja-okrogla, _tab0_velikost-ocal, gls-siva, prelivna, , ženska, q3 2022, 2022-8, nodiscount, upld-2022-08-11, etg""",FALSE,barva,zlata,velikost,srednja,,,E716736366944,,shopify,1,deny,manual,119,119,TRUE,TRUE,716736366944,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,1,Moschino MOL037/S,,Moschino MOL037/S| Optika Morela - shopmorela.si,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,,,
soncna-ocala-moschino-mol037-s-okrogla-monel-zlata-716736366968,MOL037/S,"<div class=""morela-product-details"">
  <ul class=""details-data"">
  <h3>Model očal</h3>
  <li><span class=""label"">Znamka</span><b class=""data"">Moschino</b></li>
  <li><span class=""label"">Model</span><b class=""data"">MOL037/S</b></li>
  <li><span class=""label"">Dodatna oznaka</span><b class=""data"">IJS</b></li>
  <li><span class=""label"">Kolekcija</span><b class=""data"">ženska</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti okvirja</h3>
  <li><span class=""label"">Velikost</span><b class=""data"">široka (58-18-145)</b></li>
  <li><span class=""label"">Oblika</span><b class=""data"">okrogla</b></li>
  <li><span class=""label"">Debelina</span><b class=""data"">tanka</b></li>
  <li><span class=""label"">Material</span><b class=""data"">monel</b></li>
  <li><span class=""label"">Barva</span><b class=""data"">zlata</b></li>
  <li><span class=""label"">Obdelava</span><b class=""data"">sijaj</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti stekel</h3>
  <li><span class=""label"">Barva</span><b class=""data"">rjava, prelivna</b></li>
  <li><span class=""label"">Polarizacija</span><b class=""data"">ne</b></li>
  <li><span class=""label"">Progresiva</span><b class=""data"">da</b></li>
  </ul>
 </div>",Moschino,sončna očala,"""stg, Moschino, sončna očala, sijaj, progresiv, _tab1_morela-kvalitetna-zascita, zlata, široka, monel, kovinska, _tab3_material-monel, okrogla, tanka, _tab2_oblika-okvirja-okrogla, _tab0_velikost-ocal, gls-rjava, prelivna, , ženska, q3 2022, 2022-8, nodiscount, upld-2022-08-11, etg""",FALSE,barva,zlata,velikost,široka,,,E716736366968,,shopify,1,deny,manual,119,119,TRUE,TRUE,716736366968,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,1,Moschino MOL037/S,,Moschino MOL037/S| Optika Morela - shopmorela.si,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,,,
soncna-ocala-moschino-mol040-s-okrogla-acetat-prozorna-roza-716736367088,MOL040/S,"<div class=""morela-product-details"">
  <ul class=""details-data"">
  <h3>Model očal</h3>
  <li><span class=""label"">Znamka</span><b class=""data"">Moschino</b></li>
  <li><span class=""label"">Model</span><b class=""data"">MOL040/S</b></li>
  <li><span class=""label"">Dodatna oznaka</span><b class=""data"">665</b></li>
  <li><span class=""label"">Kolekcija</span><b class=""data"">ženska</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti okvirja</h3>
  <li><span class=""label"">Velikost</span><b class=""data"">široka (56-23-145)</b></li>
  <li><span class=""label"">Oblika</span><b class=""data"">okrogla</b></li>
  <li><span class=""label"">Debelina</span><b class=""data"">normalna</b></li>
  <li><span class=""label"">Material</span><b class=""data"">acetat</b></li>
  <li><span class=""label"">Barva</span><b class=""data"">prozorna, roza</b></li>
  <li><span class=""label"">Obdelava</span><b class=""data"">sijaj</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti stekel</h3>
  <li><span class=""label"">Barva</span><b class=""data"">vijolična</b></li>
  <li><span class=""label"">Polarizacija</span><b class=""data"">ne</b></li>
  <li><span class=""label"">Progresiva</span><b class=""data"">da</b></li>
  </ul>
 </div>",Moschino,sončna očala,"""stg, Moschino, sončna očala, sijaj, progresiv, _tab1_morela-kvalitetna-zascita, prozorna, roza, široka, acetat, _tab3_material-acetat, okrogla, normalna, _tab2_oblika-okvirja-okrogla, _tab0_velikost-ocal, gls-vijolična, standardno, , ženska, q3 2022, 2022-8, nodiscount, upld-2022-08-11, etg""",FALSE,barva,prozorna,velikost,široka,,,E716736367088,,shopify,1,deny,manual,99,99,TRUE,TRUE,716736367088,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,1,Moschino MOL040/S,,Moschino MOL040/S| Optika Morela - shopmorela.si,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,,,
soncna-ocala-moschino-mol040-s-okrogla-acetat-crna-716736367095,MOL040/S,"<div class=""morela-product-details"">
  <ul class=""details-data"">
  <h3>Model očal</h3>
  <li><span class=""label"">Znamka</span><b class=""data"">Moschino</b></li>
  <li><span class=""label"">Model</span><b class=""data"">MOL040/S</b></li>
  <li><span class=""label"">Dodatna oznaka</span><b class=""data"">807</b></li>
  <li><span class=""label"">Kolekcija</span><b class=""data"">ženska</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti okvirja</h3>
  <li><span class=""label"">Velikost</span><b class=""data"">široka (56-23-145)</b></li>
  <li><span class=""label"">Oblika</span><b class=""data"">okrogla</b></li>
  <li><span class=""label"">Debelina</span><b class=""data"">normalna</b></li>
  <li><span class=""label"">Material</span><b class=""data"">acetat</b></li>
  <li><span class=""label"">Barva</span><b class=""data"">črna</b></li>
  <li><span class=""label"">Obdelava</span><b class=""data"">sijaj</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti stekel</h3>
  <li><span class=""label"">Barva</span><b class=""data"">siva</b></li>
  <li><span class=""label"">Polarizacija</span><b class=""data"">ne</b></li>
  <li><span class=""label"">Progresiva</span><b class=""data"">da</b></li>
  </ul>
 </div>",Moschino,sončna očala,"""stg, Moschino, sončna očala, sijaj, progresiv, _tab1_morela-kvalitetna-zascita, črna, široka, acetat, _tab3_material-acetat, okrogla, normalna, _tab2_oblika-okvirja-okrogla, _tab0_velikost-ocal, gls-siva, standardno, , ženska, q3 2022, 2022-8, nodiscount, upld-2022-08-11, etg""",FALSE,barva,črna,velikost,široka,,,E716736367095,,shopify,1,deny,manual,109,109,TRUE,TRUE,716736367095,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,1,Moschino MOL040/S,,Moschino MOL040/S| Optika Morela - shopmorela.si,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,,,
okvirji-hugo-boss-boss-1244-oglata-monel-rjava-716736367750,BOSS 1244,"<div class=""morela-product-details"">
  <ul class=""details-data"">
  <h3>Model očal</h3>
  <li><span class=""label"">Znamka</span><b class=""data"">Hugo Boss</b></li>
  <li><span class=""label"">Model</span><b class=""data"">BOSS 1244</b></li>
  <li><span class=""label"">Dodatna oznaka</span><b class=""data"">05N</b></li>
  <li><span class=""label"">Kolekcija</span><b class=""data"">moška</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti okvirja</h3>
  <li><span class=""label"">Velikost</span><b class=""data"">široka (62-16-145)</b></li>
  <li><span class=""label"">Oblika</span><b class=""data"">oglata</b></li>
  <li><span class=""label"">Debelina</span><b class=""data"">tanka</b></li>
  <li><span class=""label"">Material</span><b class=""data"">monel</b></li>
  <li><span class=""label"">Barva</span><b class=""data"">rjava</b></li>
  <li><span class=""label"">Obdelava</span><b class=""data"">mat</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti stekel</h3>
  <li><span class=""label"">Clip on</span><b class=""data"">ne</b></li>
  <li><span class=""label"">Progresiva</span><b class=""data"">da</b></li>
  </ul>
 </div>",Hugo Boss,okvirji,"""stg, Hugo Boss, okvirji, mat, progresiv, _tab1_morela-kvaliteta-lec, tah, rjava, široka, monel, kovinska, _tab3_material-monel, oglata, tanka, _tab2_oblika-okvirja-oglata, _tab0_velikost-ocal, moška, q3 2022, 2022-8, nodiscount, upld-2022-08-11, etg""",FALSE,barva,rjava,velikost,široka,,,E716736367750,,shopify,2,deny,manual,169,169,TRUE,TRUE,716736367750,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,1,Hugo Boss BOSS 1244,,Hugo Boss BOSS 1244| Optika Morela - shopmorela.si,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,,,
okvirji-hugo-boss-hg-1125-oglata-acetat-crna-716736368375,HG 1125,"<div class=""morela-product-details"">
  <ul class=""details-data"">
  <h3>Model očal</h3>
  <li><span class=""label"">Znamka</span><b class=""data"">Hugo Boss</b></li>
  <li><span class=""label"">Model</span><b class=""data"">HG 1125</b></li>
  <li><span class=""label"">Dodatna oznaka</span><b class=""data"">08A</b></li>
  <li><span class=""label"">Kolekcija</span><b class=""data"">moška</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti okvirja</h3>
  <li><span class=""label"">Velikost</span><b class=""data"">široka (58-16-140)</b></li>
  <li><span class=""label"">Oblika</span><b class=""data"">oglata</b></li>
  <li><span class=""label"">Debelina</span><b class=""data"">normalna</b></li>
  <li><span class=""label"">Material</span><b class=""data"">acetat</b></li>
  <li><span class=""label"">Barva</span><b class=""data"">črna</b></li>
  <li><span class=""label"">Obdelava</span><b class=""data"">sijaj</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti stekel</h3>
  <li><span class=""label"">Clip on</span><b class=""data"">ne</b></li>
  <li><span class=""label"">Progresiva</span><b class=""data"">da</b></li>
  </ul>
 </div>",Hugo Boss,okvirji,"""stg, Hugo Boss, okvirji, sijaj, progresiv, _tab1_morela-kvaliteta-lec, tah, črna, široka, acetat, _tab3_material-acetat, oglata, normalna, _tab2_oblika-okvirja-oglata, _tab0_velikost-ocal, moška, q3 2022, 2022-8, nodiscount, upld-2022-08-11, etg""",FALSE,barva,črna,velikost,široka,,,E716736368375,,shopify,1,deny,manual,129,129,TRUE,TRUE,716736368375,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,1,Hugo Boss HG 1125,,Hugo Boss HG 1125| Optika Morela - shopmorela.si,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,,,
soncna-ocala-hugo-boss-hg-1123-s-okrogla-monel-crna-716736368474,HG 1123/S,"<div class=""morela-product-details"">
  <ul class=""details-data"">
  <h3>Model očal</h3>
  <li><span class=""label"">Znamka</span><b class=""data"">Hugo Boss</b></li>
  <li><span class=""label"">Model</span><b class=""data"">HG 1123/S</b></li>
  <li><span class=""label"">Dodatna oznaka</span><b class=""data"">RZZ</b></li>
  <li><span class=""label"">Kolekcija</span><b class=""data"">moška</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti okvirja</h3>
  <li><span class=""label"">Velikost</span><b class=""data"">široka (55-16-145)</b></li>
  <li><span class=""label"">Oblika</span><b class=""data"">okrogla</b></li>
  <li><span class=""label"">Debelina</span><b class=""data"">normalna</b></li>
  <li><span class=""label"">Material</span><b class=""data"">monel</b></li>
  <li><span class=""label"">Barva</span><b class=""data"">črna</b></li>
  <li><span class=""label"">Obdelava</span><b class=""data"">mat</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti stekel</h3>
  <li><span class=""label"">Barva</span><b class=""data"">siva</b></li>
  <li><span class=""label"">Polarizacija</span><b class=""data"">ne</b></li>
  <li><span class=""label"">Progresiva</span><b class=""data"">da</b></li>
  </ul>
 </div>",Hugo Boss,sončna očala,"""stg, Hugo Boss, sončna očala, mat, progresiv, _tab1_morela-kvalitetna-zascita, črna, široka, monel, kovinska, _tab3_material-monel, okrogla, normalna, _tab2_oblika-okvirja-okrogla, _tab0_velikost-ocal, gls-siva, standardno, , moška, q3 2022, 2022-8, nodiscount, upld-2022-08-11, etg""",FALSE,barva,črna,velikost,široka,,,E716736368474,,shopify,2,deny,manual,169,169,TRUE,TRUE,716736368474,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,1,Hugo Boss HG 1123/S,,Hugo Boss HG 1123/S| Optika Morela - shopmorela.si,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,,,
soncna-ocala-hugo-boss-hg-1124-s-oglata-acetat-crna-716736368481,HG 1124/S,"<div class=""morela-product-details"">
  <ul class=""details-data"">
  <h3>Model očal</h3>
  <li><span class=""label"">Znamka</span><b class=""data"">Hugo Boss</b></li>
  <li><span class=""label"">Model</span><b class=""data"">HG 1124/S</b></li>
  <li><span class=""label"">Dodatna oznaka</span><b class=""data"">7C5</b></li>
  <li><span class=""label"">Kolekcija</span><b class=""data"">moška</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti okvirja</h3>
  <li><span class=""label"">Velikost</span><b class=""data"">široka (99-1-145)</b></li>
  <li><span class=""label"">Oblika</span><b class=""data"">oglata</b></li>
  <li><span class=""label"">Debelina</span><b class=""data"">normalna</b></li>
  <li><span class=""label"">Material</span><b class=""data"">acetat</b></li>
  <li><span class=""label"">Barva</span><b class=""data"">črna</b></li>
  <li><span class=""label"">Obdelava</span><b class=""data"">sijaj</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti stekel</h3>
  <li><span class=""label"">Barva</span><b class=""data"">siva</b></li>
  <li><span class=""label"">Polarizacija</span><b class=""data"">ne</b></li>
  <li><span class=""label"">Progresiva</span><b class=""data"">da</b></li>
  </ul>
 </div>",Hugo Boss,sončna očala,"""stg, Hugo Boss, sončna očala, sijaj, progresiv, _tab1_morela-kvalitetna-zascita, črna, široka, acetat, _tab3_material-acetat, oglata, normalna, _tab2_oblika-okvirja-oglata, _tab0_velikost-ocal, gls-siva, standardno, , moška, q3 2022, 2022-8, nodiscount, upld-2022-08-11, etg""",FALSE,barva,črna,velikost,široka,,,E716736368481,,shopify,2,deny,manual,159,159,TRUE,TRUE,716736368481,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,1,Hugo Boss HG 1124/S,,Hugo Boss HG 1124/S| Optika Morela - shopmorela.si,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,,,
okvirji-hugo-boss-hg-1126-okrogla-acetat-crna-716736368573,HG 1126,"<div class=""morela-product-details"">
  <ul class=""details-data"">
  <h3>Model očal</h3>
  <li><span class=""label"">Znamka</span><b class=""data"">Hugo Boss</b></li>
  <li><span class=""label"">Model</span><b class=""data"">HG 1126</b></li>
  <li><span class=""label"">Dodatna oznaka</span><b class=""data"">08A</b></li>
  <li><span class=""label"">Kolekcija</span><b class=""data"">moška</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti okvirja</h3>
  <li><span class=""label"">Velikost</span><b class=""data"">široka (58-13-150)</b></li>
  <li><span class=""label"">Oblika</span><b class=""data"">okrogla</b></li>
  <li><span class=""label"">Debelina</span><b class=""data"">normalna</b></li>
  <li><span class=""label"">Material</span><b class=""data"">acetat</b></li>
  <li><span class=""label"">Barva</span><b class=""data"">črna</b></li>
  <li><span class=""label"">Obdelava</span><b class=""data"">sijaj</b></li>
  </ul>
  <ul class=""details-data"">
  <h3>Lastnosti stekel</h3>
  <li><span class=""label"">Clip on</span><b class=""data"">ne</b></li>
  <li><span class=""label"">Progresiva</span><b class=""data"">da</b></li>
  </ul>
 </div>",Hugo Boss,okvirji,"""stg, Hugo Boss, okvirji, sijaj, progresiv, _tab1_morela-kvaliteta-lec, tah, črna, široka, acetat, _tab3_material-acetat, okrogla, normalna, _tab2_oblika-okvirja-okrogla, _tab0_velikost-ocal, moška, q3 2022, 2022-8, nodiscount, upld-2022-08-11, etg""",FALSE,barva,črna,velikost,široka,,,E716736368573,,shopify,3,deny,manual,129,129,TRUE,TRUE,716736368573,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,1,Hugo Boss HG 1126,,Hugo Boss HG 1126| Optika Morela - shopmorela.si,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png,,,
