Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
soncna-ocala-oglata-acetat-crna-tom-ford-tf678,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/889214007513__side.png?v=1605800108,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
soncna-ocala-oglata-acetat-havana-gucci-gg0518s-002,GG0518S 002,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3>﻿﻿Velikost: srednja</h3>
<h4>Dimenzije: <span>54-17-140</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p>﻿﻿Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Gucci,nan,sončna očala,"_tab1_morela-kvalitetna-zascita, _tab2_oblika-okvirja-oglata, _tab3_material-acetat, acetat, blcyb2020, blkcyb2020, disc_subsc, gls-rjava, Gucci, havana, klasična, nodiscount, normalna, oglata, prelivna, progresiv, Q3 2019, sončna očala, srednja, vto, zlata, športno, ženska",True,barva,havana,velikost,srednja,nan,nan,'518898,0.0,shopify,deny,manual,349.0,349.0,True,True,'889652235783,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/518898__frnt.png?v=1589500145,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/518898__frnt.png?v=1589500145,kg,nan,nan,active
soncna-ocala-oglata-acetat-havana-gucci-gg0518s-002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/518898__side.png?v=1589500145,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
soncna-ocala-oglata-acetat-havana-gucci-gg0564s-002,GG0564S 002,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3>﻿﻿Velikost: srednja</h3>
<h4>Dimenzije: <span>51-26-145</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p>﻿﻿Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Gucci,nan,sončna očala,"_tab1_morela-kvalitetna-zascita, _tab2_oblika-okvirja-oglata, _tab3_material-acetat, acetat, blcyb2020, blkcyb2020, debela, disc_subsc, gls-rjava, Gucci, havana, klasična, nodiscount, oglata, progresiv, prozorna, Q3 2019, sončna očala, srednja, standardno, vto, ženska",True,barva,havana,velikost,srednja,nan,nan,'555161,0.0,shopify,deny,manual,279.0,279.0,True,True,'889652257099,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/555161__frnt.png?v=1589500155,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/555161__frnt.png?v=1589500155,kg,nan,nan,active
soncna-ocala-oglata-acetat-havana-gucci-gg0564s-002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/555161__side.png?v=1589500155,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
soncna-ocala-oglata-acetat-havana-maui-jim-mj-hs739-10k,MJ HS739 10K,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3>﻿﻿Velikost: široka</h3>
<h4>Dimenzije: <span>56-21-140</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p>﻿﻿Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Maui Jim,nan,sončna očala,"_tab1_morela-kvalitetna-zascita, _tab2_oblika-okvirja-oglata, _tab3_material-acetat, acetat, blcyb2020, blkcyb2020, debela, disc_subsc, gls-rjava, havana, Maui Jim, mladostno, nodiscount, oglata, polarizirana, prelivna, Q3 2019, sončna očala, vto, xffspec-30, široka, športno, ženska",True,barva,havana,velikost,široka,nan,nan,'480125,0.0,shopify,deny,manual,309.0,309.0,True,True,'603429051341,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/480125__frnt.png?v=1589500165,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/480125__frnt.png?v=1589500165,kg,nan,nan,active
soncna-ocala-oglata-acetat-havana-maui-jim-mj-hs739-10k,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/480125__side.png?v=1589500165,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
soncna-ocala-oglata-acetat-havana-tom-ford-tf237,TF237,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3>﻿﻿Velikost: srednja</h3>
<h4>Dimenzije: <span>52-20-145</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p>﻿﻿Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Tom Ford,nan,sončna očala,"2020-12, _tab1_morela-kvalitetna-zascita, _tab2_oblika-okvirja-oglata, _tab3_material-acetat, acetat, debela, disc_subsc, gls-zelena, havana, klasična, moška, nodiscount, oglata, Q2 2019, soncna-2021, sončna očala, srednja, standardno, Tom Ford, upld-2020-12-04",True,barva,havana,velikost,srednja,nan,nan,'664689764709,0.0,shopify,deny,manual,329.0,329.0,True,True,'664689764709,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/664689764709__frnt.png?v=1607091091,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/664689764709__frnt.png?v=1607091091,kg,nan,nan,active
soncna-ocala-oglata-acetat-havana-tom-ford-tf237,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/664689764709__side.png?v=1607091091,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
soncna-ocala-oglata-acetat-rjava-dolce-gabbana-dg4362,DG4362,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3>﻿﻿Velikost: srednja</h3>
<h4>Dimenzije: <span>51-18-140</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p>﻿﻿Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Dolce&Gabbana,nan,sončna očala,"2020-11, _tab1_morela-kvalitetna-zascita, _tab2_oblika-okvirja-oglata, _tab3_material-acetat, acetat, blcyb2020, blkcyb2020, disc_subsc, Dolce&Gabbana, gls-rjava, mladostno, moška, nodiscount, normalna, oglata, oranžna, Q3 2020, rjava, soncna-2021, sončna očala, srednja, standardno, upld-2020-10-30, ženska",True,barva,rjava,velikost,srednja,nan,nan,8.06E+16,0.0,shopify,deny,manual,229.0,229.0,True,True,'8056597019675,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/8056597019675__frnt.png?v=1604679599,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/8056597019675__frnt.png?v=1604679599,kg,nan,nan,active
soncna-ocala-oglata-acetat-rjava-dolce-gabbana-dg4362,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/8056597019675__side.png?v=1604679599,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
soncna-ocala-oglata-acetat-rjava-persol-ps3110s-9558,PS3110S 95/58,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3>﻿﻿Velikost: široka</h3>
<h4>Dimenzije: <span>58-22-145</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p>﻿﻿Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Persol,nan,sončna očala,"_tab1_morela-kvalitetna-zascita, _tab2_oblika-okvirja-oglata, _tab3_material-acetat, acetat, blcyb2020, blkcyb2020, disc_subsc, imp-20-05-25, klasična, moška, nodiscount, normalna, oglata, Persol, progresiv, Q2 2019, rjava, sončna očala, xffspec-30, široka",True,barva,rjava,velikost,široka,nan,nan,'418275,0.0,shopify,deny,manual,299.0,299.0,True,True,'8053672367416,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/418275__side.png?v=1590437806,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/418275__side.png?v=1590437806,kg,nan,nan,active
soncna-ocala-oglata-acetat-siva-oliver-peoples-ov5031-1431,OV5031 1431,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3>﻿﻿Velikost: srednja</h3>
<h4>Dimenzije: <span>50-19-144</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p>﻿﻿Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Oliver Peoples,nan,sončna očala,"_tab1_morela-kvalitetna-zascita, _tab2_oblika-okvirja-oglata, _tab3_material-acetat, acetat, disc_50, gls-siva, mladostno, moška, normalna, offspec_x50, oglata, OLIVER PEOPLES, Q2 2015, siva, sončna očala, srednja, standardno, vto, xffspec-50",False,barva,siva,velikost,srednja,nan,nan,'448549,0.0,shopify,deny,manual,156.5,313.0,True,True,'827934362000,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/448549__side.png?v=1589500404,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/448549__side.png?v=1589500404,kg,nan,nan,archived
soncna-ocala-oglata-acetat-zelena-maui-jim-mj-705-15c,MJ 705 15C,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3>﻿﻿Velikost: široka</h3>
<h4>Dimenzije: <span>58-17-145</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p>﻿﻿Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Maui Jim,nan,sončna očala,"_tab1_morela-kvalitetna-zascita, _tab2_oblika-okvirja-oglata, _tab3_material-acetat, acetat, blcyb2020, blkcyb2020, disc_subsc, gls-zelena, Maui Jim, moška, nodiscount, normalna, oglata, polarizirana, prelivna, progresiv, Q3 2019, sončna očala, vto, xffspec-30, zelena, črna, široka, športno, ženska",True,barva,zelena,velikost,široka,nan,nan,'487015,0.0,shopify,deny,manual,268.0,268.0,True,True,'603429033026,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/487015__frnt.png?v=1589500419,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/487015__frnt.png?v=1589500419,kg,nan,nan,active
soncna-ocala-oglata-acetat-zelena-maui-jim-mj-705-15c,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/487015__side.png?v=1589500419,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
soncna-ocala-oglata-acetat-zlata-celine-cl40078u,CL40078U,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3>﻿﻿Velikost: široka</h3>
<h4>Dimenzije: <span>60-15-145</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p>﻿﻿Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Celine,nan,sončna očala,"2020-11, _tab1_morela-kvalitetna-zascita, _tab2_oblika-okvirja-oglata, _tab3_material-acetat, acetat, blcyb2020, blkcyb2020, Celine, disc_subsc, gls-rjava, klasična, nodiscount, oglata, prelivna, progresiv, Q3 2020, soncna-2021, sončna očala, tanka, upld-2020-10-30, vto, zlata, široka, ženska",True,barva,zlata,velikost,široka,nan,nan,'500346,0.0,shopify,deny,manual,318.0,318.0,True,True,'192337014307,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/192337014307__frnt.png?v=1604679563,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/192337014307__frnt.png?v=1604679563,kg,nan,nan,active
soncna-ocala-oglata-acetat-zlata-celine-cl40078u,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/192337014307__side.png?v=1604679563,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
soncna-ocala-oglata-acetat-zlata-dolce-gabbana-dg2157-12945r,DG2157 1294/5R,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3>﻿﻿Velikost: široka</h3>
<h4>Dimenzije: <span>59-15-140</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p>﻿﻿Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Dolce&Gabbana,nan,sončna očala,"_tab1_morela-kvalitetna-zascita, _tab2_oblika-okvirja-oglata, _tab3_material-acetat, acetat, blcyb2020, blkcyb2020, disc_subsc, Dolce&Gabbana, gls-vijolična, mladostno, nodiscount, oglata, progresiv, Q3 2019, soncna-2021, sončna očala, tanka, upld-2020-10-27, vto, zlata, zrcalna, široka, ženska",True,barva,zlata,velikost,široka,nan,nan,'427665,0.0,shopify,deny,manual,269.0,269.0,True,True,'8053672623475,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/427665__frnt.png?v=1603761486,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/427665__frnt.png?v=1603761486,kg,nan,nan,active
soncna-ocala-oglata-acetat-zlata-dolce-gabbana-dg2157-12945r,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/427665__side.png?v=1603761486,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
soncna-ocala-oglata-monel-zlata-dior-reflected-p-pixel-s5zrg-a,REFLECTED P PIXEL S5Z/RG A,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3>﻿﻿Velikost: široka</h3>
<h4>Dimenzije: <span>63-11-140</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p>﻿﻿Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Dior,nan,sončna očala,"_tab1_morela-kvalitetna-zascita, _tab2_oblika-okvirja-oglata, _tab3_material-monel, _tab99_oblika-obraza-srcasta-oglata, blcyb2020, blkcyb2020, Dior, disc_subsc, gls-rose-gold, kovinska, mladostno, monel, nodiscount, oglata, Q1 2019, sončna očala, tanka, vto, xffspec-30, zlata, zrcalna, široka, ženska",True,barva,zlata,velikost,široka,nan,nan,'506595,0.0,shopify,deny,manual,339.0,339.0,True,True,'762753402738,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/506595__frnt.png?v=1589500507,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/506595__frnt.png?v=1589500507,kg,nan,nan,active
soncna-ocala-oglata-monel-zlata-dior-reflected-p-pixel-s5zrg-a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/506595__side.png?v=1589500507,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
soncna-ocala-oglata-najlon-crna-oakley-oo9102-26,OO9102 26,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt"">
<h3>﻿﻿Velikost: široka</h3>
<h4>Dimenzije: <span>57-18-137</span>
</h4>
<p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
<div class=""morela-dimens-img""><img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""></div>
</div>
<div class=""morela-product-show descri""><img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""></div>
</div>",Oakley,nan,sončna očala,"_tab1_morela-kvalitetna-zascita, _tab2_oblika-okvirja-oglata, _tab3_material-najlon, blcyb2020, blkcyb2020, debela, disc_subsc, gls-vijolična, luxottica-vto, moška, najlon, nodiscount, OAKLEY, oglata, prosti-cas, Q3 2019, sončna očala, vto, zrcalna, črna, široka, športno, ženska",True,barva,črna,velikost,široka,nan,nan,'390172,0.0,shopify,deny,manual,159.0,159.0,True,True,'700285577166,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/390172__frnt.png?v=1589500573,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/390172__frnt.png?v=1589500573,kg,nan,nan,active
soncna-ocala-oglata-najlon-crna-oakley-oo9102-26,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/390172__side.png?v=1589500573,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
soncna-ocala-oglata-najlon-siva-oakley-oo9341-18,OO9341 18,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3>﻿﻿Velikost: široka</h3>
<h4>Dimenzije: <span>57-18-140</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p>﻿﻿Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Oakley,nan,sončna očala,"_tab1_morela-kvalitetna-zascita, _tab2_oblika-okvirja-oglata, _tab3_material-najlon, blcyb2020, blkcyb2020, debela, disc_subsc, gls-modra, moška, najlon, nodiscount, OAKLEY, oglata, polarizirana, prosti-cas, Q2 2019, siva, sončna očala, vto, zrcalna, široka, športno",True,barva,siva,velikost,široka,nan,nan,'495491,0.0,shopify,deny,manual,218.0,218.0,True,True,'888392327055,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/495491__frnt.png?v=1589500831,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/495491__frnt.png?v=1589500831,kg,nan,nan,active
soncna-ocala-oglata-najlon-siva-oakley-oo9341-18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/495491__side.png?v=1589500831,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
