ean,brand,model,variant,gender,type,description,shape,frame_thickness,pattern,pattern_2,clip,progression,material,material_2,material_extra,color,color_2,color_extra,lens_color_type,lens_color,polarization,dimension_L,dimension_M,dimension_R
716736366074,David Beckham,DB 1046/S,086,moška,sončna očala,,okrogla,normalna,sijaj,vzorec,0,1,acetat,,,havana,,,,zelena,0,56,18,145
716736365015,David Beckham,DB 7000/S,2M2,moška,sončna očala,,oglata,normalna,sijaj,,0,1,acetat,,,črna,,,,siva,0,56,18,140
716736329840,David Beckham,DB 7000/S,EX4,moška,sončna očala,,oglata,normalna,sijaj,vzorec,0,1,acetat,,,rjava,,,,zelena,0,56,17,145
716736326276,David Beckham,DB 7029/S,0UC,moška,sončna očala,,okrogla,normalna,sijaj,vzorec,0,1,acetat,,,havana,,,,modra,0,51,18,145
716736324159,David Beckham,DB 7035/S,CSA,moška,sončna očala,,oglata,normalna,sijaj,,0,1,acetat,,,črna,,,,siva,1,53,19,145
716736365824,David Beckham,DB 7044/S,807,moška,sončna očala,,oglata,normalna,sijaj,,0,1,acetat,,,črna,,,,siva,0,50,22,145
716736052335,Dior,DIORADDICT3,AHF,ženska,sončna očala,,oglata,normalna,sijaj,vzorec,0,1,acetat,,,havana,,,,modra,0,52,18,150
716736132297,Dior,DIORCOLORQUAKE2,1ED,ženska,sončna očala,,oglata,,sijaj,,0,1,monel,,,zelena,,,,zelena,0,51,18,140
716736106878,Dior,DIORHYPNOTIC1,2M2,ženska,sončna očala,,okrogla,normalna,sijaj,,0,1,monel,,,črna,,,,rjava,0,57,17,150
716736109473,Dior,DIORHYPNOTIC1,2IK,ženska,sončna očala,,okrogla,normalna,sijaj,vzorec,0,1,monel,,,havana,,,,vijolična,0,55,17,145
716736106755,Dior,DIORSTRONGER,000,ženska,sončna očala,,aviator,tanka,sijaj,,0,1,monel,,,rose gold,,,,srebrna,0,56,16,145
716736059082,Dior,DIORSYNTHESIS01,2IK,moška,sončna očala,,okrogla,normalna,sijaj,vzorec,0,1,monel,,,havana,,,,zelena,0,48,19,140
716736286655,Fendi,FF 0290/S,VH8,ženska,sončna očala,,mačja,normalna,sijaj,vzorec,0,1,monel,,,havana,,,,rjava,0,54,17,145
716736133607,Fendi,FF M0041/S,807,moška,sončna očala,,okrogla,normalna,sijaj,,0,1,acetat,,,črna,,,,modra,0,56,16,140
716736133560,Fendi,FF M0043/S,3YG,moška,sončna očala,,oglata,tanka,sijaj,,0,1,monel,,,zlata,,,,modra,0,54,16,140
716736196879,Fendi,FF M0060/S,900,moška,sončna očala,,oglata,normalna,sijaj,,0,1,monel,,,prozorna,,,,rjava,0,55,16,145
716736073200,Hugo Boss,BOSS 1003/S,807,moška,sončna očala,,okrogla,normalna,sijaj,,0,1,acetat,,,črna,,,,siva,0,57,17,145
716736178783,Hugo Boss,BOSS 1078/S,SE8,moška,sončna očala,,oglata,normalna,mat,,0,1,acetat,,,siva,,,,modra,0,57,16,145
716736235257,Hugo Boss,BOSS 1128 CL-ON,807,moška,sončna očala,,oglata,normalna,sijaj,,0,1,acetat,,,črna,,,,rjava,0,56,16,145
716736233055,Hugo Boss,BOSS 1148/S,003,moška,sončna očala,,oglata,normalna,mat,,0,1,acetat,,,črna,,,,siva,0,55,17,145
716736240497,Hugo Boss,BOSS 1151/CS,FLL,moška,sončna očala,,oglata,normalna,mat,,1,1,najlon,,,modra,,,,modra,0,55,17,140
716736291543,Hugo Boss,BOSS 1178/S,807,moška,sončna očala,,oglata,normalna,sijaj,,0,1,acetat,,,črna,,,,siva,0,54,17,145
716736348384,Hugo Boss,BOSS 1235/S,807,moška,sončna očala,,oglata,normalna,sijaj,,0,1,monel,,,črna,,,,siva,0,54,16,145
716736361475,Hugo Boss,BOSS 1240/S,R81,moška,sončna očala,,oglata,tanka,mat,,0,1,monel,,,siva,,,,rjava,0,54,17,140
716736371627,Hugo Boss,BOSS 1248/S,003,moška,sončna očala,,oglata,normalna,mat,,0,1,acetat,,,črna,,,,siva,0,59,16,145
716736356976,Hugo Boss,BOSS 1268/S,807,ženska,sončna očala,,oglata,normalna,sijaj,,0,1,acetat,,,črna,,,,siva,0,50,20,145
716736378497,Hugo Boss,BOSS 1296/F/S,003,moška,sončna očala,,aviator,tanka,mat,,0,1,monel,,,črna,,,,siva,0,50,22,145
716736378510,Hugo Boss,BOSS 1296/F/S,R80,moška,sončna očala,,aviator,tanka,mat,,0,1,monel,,,črna,,,,siva,1,50,22,145
716736423975,Hugo Boss,BOSS 1314/S,284,moška,sončna očala,,oglata,normalna,sijaj,,0,1,acetat,,,črna,,,,siva,0,49,24,140
716736415741,Hugo Boss,BOSS 1317/S,284,moška,sončna očala,,oglata,normalna,sijaj,,0,1,acetat,,,črna,,,,siva,0,61,15,135
716736415758,Hugo Boss,BOSS 1317/S,807,moška,sončna očala,,oglata,normalna,sijaj,,0,1,acetat,,,črna,,,,modra,0,54,18,145
716736415727,Hugo Boss,BOSS 1317/S,086,moška,sončna očala,,oglata,normalna,sijaj,vzorec,0,1,acetat,,,havana,,,,siva,0,53,17,145
716736415789,Hugo Boss,BOSS 1318/S,284,moška,sončna očala,,oglata,normalna,sijaj,,0,1,acetat,,,črna,,,,siva,0,56,16,145
716736415772,Hugo Boss,BOSS 1318/S,086,moška,sončna očala,,oglata,normalna,sijaj,vzorec,0,1,acetat,,,havana,,,,siva,0,50,22,145
716736412818,Hugo Boss,BOSS 1325/S,31Z,moška,sončna očala,,oglata,tanka,sijaj,,0,1,monel,,,srebrna,,,,rjava,0,55,17,140
716736412832,Hugo Boss,BOSS 1325/S,J5G,moška,sončna očala,,oglata,tanka,sijaj,,0,1,monel,,,zlata,,,,rjava,0,53,18,145
716736412894,Hugo Boss,BOSS 1326/S,31Z,moška,sončna očala,,aviator,tanka,sijaj,,0,1,monel,,,srebrna,,,,siva,0,50,19,145
716736412924,Hugo Boss,BOSS 1326/S,KJ1,moška,sončna očala,,aviator,normalna,sijaj,,0,1,monel,,,srebrna,,,,siva,0,48,25,145
716736412917,Hugo Boss,BOSS 1326/S,J5G,moška,sončna očala,,aviator,tanka,sijaj,,0,1,monel,,,zlata,,,,rjava,0,56,19,145
716736415833,Hugo Boss,BOSS 1333/S,2M2,ženska,sončna očala,,oglata,tanka,sijaj,,0,1,monel,,,črna,,,,siva,0,52,19,140
716736198705,Hugo Boss,HG 1047/S,LOX,moška,sončna očala,,oglata,normalna,mat,,0,1,acetat,,,modra,,,,oranžna,0,56,18,145
716736246802,Hugo Boss,HG 1068/S,807,moška,sončna očala,,oglata,normalna,sijaj,,0,1,najlon,,,črna,,,,rdeča,0,55,18,145
716736246833,Hugo Boss,HG 1068/S,PJP,moška,sončna očala,,oglata,normalna,sijaj,,0,1,najlon,,,modra,,,,modra,0,55,18,145
716736246635,Hugo Boss,HG 1080/S,807,ženska,sončna očala,,oglata,normalna,sijaj,,0,1,acetat,,,črna,,,,siva,0,55,18,145
716736247083,Hugo Boss,HG 1086/S,003,moška,sončna očala,,oglata,normalna,mat,,0,1,acetat,,,črna,,,,siva,0,55,17,145
716736247090,Hugo Boss,HG 1086/S,BU0,moška,sončna očala,,oglata,normalna,mat,vzorec,0,1,acetat,,,havana,,,,zelena,0,54,17,145
716736297224,Hugo Boss,HG 1099/S,003,moška,sončna očala,,oglata,normalna,mat,,0,1,acetat,,,črna,,,,siva,0,55,14,145
716736297255,Hugo Boss,HG 1099/S,OIT,moška,sončna očala,,oglata,normalna,sijaj,,0,1,acetat,,,črna,,,,rdeča,0,54,16,140
716736297392,Hugo Boss,HG 1100/S,003,moška,sončna očala,,aviator,normalna,mat,,0,1,monel,,,črna,,,,siva,0,55,17,140
716736297408,Hugo Boss,HG 1100/S,R81,moška,sončna očala,,aviator,normalna,mat,,0,1,monel,,,črna,,,,modra,0,56,16,140
716736297262,Hugo Boss,HG 1101/S,003,moška,sončna očala,,oglata,tanka,mat,,0,1,monel,,,črna,,,,siva,0,54,16,140
716736297286,Hugo Boss,HG 1101/S,SVK,moška,sončna očala,,oglata,tanka,mat,,0,1,monel,,,črna,,,,rdeča,0,52,17,145
716736309071,Hugo Boss,HG 1110/CS 02,807,moška,sončna očala,,oglata,normalna,sijaj,,0,1,acetat,,,črna,,,,siva,0,55,19,145
716736309095,Hugo Boss,HG 1111/CS 01,807,ženska,sončna očala,,okrogla,normalna,sijaj,,0,1,acetat,,,črna,,,,siva,0,51,19,145
716736368474,Hugo Boss,HG 1123/S,RZZ,moška,sončna očala,,okrogla,normalna,mat,,0,1,monel,,,črna,,,,siva,0,55,16,145
716736368481,Hugo Boss,HG 1124/S,7C5,moška,sončna očala,,oglata,normalna,sijaj,,0,1,acetat,,,črna,,,,siva,0,99,1,145
716736371931,Hugo Boss,HG 1127/S,086,moška,sončna očala,,okrogla,normalna,sijaj,vzorec,0,1,acetat,,,havana,,,,zelena,0,54,19,145
716736371962,Hugo Boss,HG 1128/S,003,moška,sončna očala,,oglata,normalna,mat,,0,1,acetat,,,črna,,,,siva,0,57,16,140
716736393926,Hugo Boss,HG 1134/S,807,ženska,sončna očala,,oglata,normalna,sijaj,,0,1,acetat,,,črna,,,,siva,0,50,22,145
716736393964,Hugo Boss,HG 1135/S,807,ženska,sončna očala,,oglata,normalna,sijaj,,0,1,acetat,,,črna,,,,siva,0,51,20,145
716736368764,Hugo Boss,HG 1139/S,ZX9,moška,sončna očala,,oglata,normalna,sijaj,,0,1,acetat,,,modra,prozorna,,,siva,0,57,16,145
716736424989,Hugo Boss,HG 1157/S,807,moška,sončna očala,,oglata,normalna,sijaj,,0,1,acetat,,,črna,,,,siva,0,51,21,145
716736425016,Hugo Boss,HG 1157/S,OIT,moška,sončna očala,,oglata,normalna,sijaj,,0,1,acetat,,,črna,,,,rdeča,0,51,21,145
716736424965,Hugo Boss,HG 1157/S,086,moška,sončna očala,,oglata,normalna,sijaj,vzorec,0,1,acetat,,,havana,,,,modra,0,51,21,145
716736424996,Hugo Boss,HG 1157/S,900,moška,sončna očala,,oglata,normalna,sijaj,,0,1,acetat,,,prozorna,,,,modra,0,51,21,145
716736419619,Hugo Boss,HG 1161/S,807,moška,sončna očala,,oglata,normalna,sijaj,,0,1,najlon,,,črna,,,,siva,0,59,16,145
716736419626,Hugo Boss,HG 1161/S,KB7,moška,sončna očala,,oglata,normalna,sijaj,,0,1,najlon,,,siva,,,,siva,0,59,16,145
716736419657,Hugo Boss,HG 1162/S,807,moška,sončna očala,,oglata,normalna,sijaj,,0,1,najlon,,,črna,,,,siva,0,56,18,150
716736425054,Hugo Boss,HG 1166/S,Q5X,moška,sončna očala,,aviator,normalna,sijaj,,0,1,monel,,,rdeča,,,,rdeča,0,56,18,145
716736180007,Jimmy Choo,CIARA/G/S,FP3,ženska,sončna očala,,oglata,debela,sijaj,,0,1,najlon,,,črna,,,,siva,0,55,16,145
716736352237,Jimmy Choo,DANY/S,FT3,ženska,sončna očala,,oglata,normalna,sijaj,dekoracija,0,1,monel,,,siva,,,,siva,0,53,17,145
716736351728,Jimmy Choo,FELINE/S,DDB,ženska,sončna očala,,okrogla,tanka,sijaj,dekoracija,0,1,monel,,,zlata,,,,siva,0,51,18,145
716736351322,Jimmy Choo,JUDY/S,086,ženska,sončna očala,,oglata,normalna,sijaj,vzorec,0,1,acetat,,,havana,,,,rjava,0,55,16,145
716736123394,Jimmy Choo,KIMI/F/S,RHL,ženska,sončna očala,,oglata,tanka,sijaj,,0,1,monel,,,zlata,,,,siva,0,56,18,145
716736411026,Jimmy Choo,LIDIE/F/SK,807,ženska,sončna očala,,mačja,normalna,sijaj,,0,1,acetat,,,črna,,,,siva,0,53,23,145
716736411002,Jimmy Choo,LIDIE/F/SK,086,ženska,sončna očala,,mačja,normalna,sijaj,vzorec,0,1,acetat,,,havana,,,,rjava,0,50,21,145
716736015385,Jimmy Choo,LORY/S,YK9,ženska,sončna očala,,mačja,normalna,sijaj,,0,1,monel,,,prozorna,siva,,,rjava,0,53,16,140
716736353081,Jimmy Choo,SHAY/S,DXF,ženska,sončna očala,,oglata,normalna,mat,vzorec,0,1,acetat,,,črna,,,,siva,0,53,17,145
716736353098,Jimmy Choo,SHAY/S,EPZ,ženska,sončna očala,,oglata,normalna,sijaj,vzorec,0,1,acetat,,,havana,,,,rjava,0,53,17,145
716736422039,Marc Jacobs,MARC 554/S,807,ženska,sončna očala,,okrogla,normalna,sijaj,,0,1,acetat,,,črna,,,,siva,0,62,10,145
716736422015,Marc Jacobs,MARC 554/S,086,ženska,sončna očala,,okrogla,normalna,sijaj,vzorec,0,1,acetat,,,havana,,,,rjava,0,62,10,145
716736071107,Max&Co,MAX&CO.392/S,807,ženska,sončna očala,,okrogla,normalna,sijaj,,0,1,acetat,,,črna,,,,siva,0,48,19,140
716736308838,Missoni,MIS 0026/S,086,ženska,sončna očala,,mačja,normalna,sijaj,,0,1,najlon,,,havana,,,,rjava,0,55,19,145
716736351001,Missoni,MIS 0033/S,KB7,ženska,sončna očala,,okrogla,normalna,sijaj,,0,1,monel,,,siva,,,,siva,0,55,16,145
716736382630,Missoni,MIS 0046/S,S2N,ženska,sončna očala,,oglata,normalna,sijaj,,0,1,acetat,,,prozorna,roza,,,rjava,0,56,17,140
716736381008,Missoni,MIS 0054/CS,DDB,ženska,sončna očala,,mačja,normalna,sijaj,,1,1,monel,,,rose gold,črna,,,siva,0,56,16,145
716736380995,Missoni,MIS 0054/CS,000,ženska,sončna očala,,mačja,normalna,sijaj,,1,1,monel,,,zlata,črna,,,rjava,0,56,18,140
716736426891,Missoni,MIS 0069/S,807,ženska,sončna očala,,oglata,normalna,sijaj,,0,1,acetat,,,črna,,,,siva,0,56,18,140
716736426860,Missoni,MIS 0069/S,086,ženska,sončna očala,,oglata,normalna,sijaj,vzorec,0,1,acetat,,,havana,,,,rjava,0,56,17,145
716736426907,Missoni,MIS 0069/S,I2G,ženska,sončna očala,,oglata,normalna,sijaj,vzorec,0,1,acetat,,,havana,modra,,,rjava,0,55,17,145
716736426747,Missoni,MIS 0074/S,RHL,ženska,sončna očala,,okrogla,tanka,sijaj,dekoracija,0,1,monel,,,zlata,,,,siva,0,58,15,145
716736426785,Missoni,MIS 0075/S,RHL,ženska,sončna očala,,oglata,tanka,sijaj,dekoracija,0,1,monel,,,zlata,,,,siva,0,56,17,145
716736253718,Missoni,MMI 0003/S,807,ženska,sončna očala,,oglata,normalna,sijaj,,0,1,acetat,,,črna,,,,siva,0,49,21,145
716736424774,Missoni,MMI 0069/S,807,ženska,sončna očala,,oglata,normalna,sijaj,,0,1,acetat,,,črna,,,,siva,0,51,21,140
716736424767,Missoni,MMI 0069/S,581,ženska,sončna očala,,oglata,normalna,sijaj,vzorec,0,1,acetat,,,havana,,,,rjava,0,64,10,135
716736424378,Missoni,MMI 0070/S,581,ženska,sončna očala,,oglata,normalna,sijaj,vzorec,0,1,acetat,,,havana,,,,rjava,0,51,22,145
716736424408,Missoni,MMI 0070/S,IWB,ženska,sončna očala,,oglata,normalna,sijaj,,0,1,acetat,,,zelena,,,,zelena,0,51,22,145
716736239682,Moschino,MOL022/S,DDB,ženska,sončna očala,,oglata,tanka,sijaj,,0,1,monel,,,zlata,,,,modra,0,55,17,140
716736366944,Moschino,MOL037/S,DDB,ženska,sončna očala,,okrogla,tanka,sijaj,,0,1,monel,,,zlata,,,,siva,0,54,18,140
716736366968,Moschino,MOL037/S,IJS,ženska,sončna očala,,okrogla,tanka,sijaj,,0,1,monel,,,zlata,,,,rjava,0,58,18,145
716736424538,Moschino,MOL038/S,35J,ženska,sončna očala,,okrogla,tanka,sijaj,,0,1,monel,,,roza,,,,rjava,0,59,22,140
716736367095,Moschino,MOL040/S,807,ženska,sončna očala,,okrogla,normalna,sijaj,,0,1,acetat,,,črna,,,,siva,0,56,23,145
716736367088,Moschino,MOL040/S,665,ženska,sončna očala,,okrogla,normalna,sijaj,,0,1,acetat,,,prozorna,roza,,,vijolična,0,56,23,145
716736424583,Moschino,MOL041/S,807,ženska,sončna očala,,okrogla,normalna,sijaj,,0,1,acetat,,,črna,,,,siva,0,64,10,135
716736424569,Moschino,MOL041/S,086,ženska,sončna očala,,okrogla,normalna,sijaj,vzorec,0,1,acetat,,,havana,,,,rjava,0,59,18,140
716736424507,Moschino,MOL044/S,807,ženska,sončna očala,,oglata,normalna,sijaj,,0,1,acetat,,,črna,,,,siva,0,51,22,145
716736092393,Moschino,MOS018/S,086,ženska,sončna očala,,mačja,normalna,sijaj,vzorec,0,1,acetat,,,havana,,,,rjava,0,51,18,140
716736097916,Moschino,MOS026/F/S,086,ženska,sončna očala,,okrogla,normalna,sijaj,vzorec,0,1,acetat,,,havana,,,,modra,0,51,18,140
716736416380,Moschino,MOS056/S,LHF,ženska,sončna očala,,mačja,normalna,sijaj,,0,1,acetat,,,bordo,,,,roza,0,56,16,145
716736285054,Moschino,MOS083/S,807,ženska,sončna očala,,okrogla,normalna,sijaj,,0,1,acetat,,,črna,,,,siva,0,54,17,145
716736285030,Moschino,MOS083/S,05L,ženska,sončna očala,,okrogla,normalna,sijaj,vzorec,0,1,acetat,,,havana,,,,modra,0,53,19,145
716736086460,Polaroid,PLD 4070/S/X,807,ženska,sončna očala,,oglata,normalna,sijaj,,0,1,najlon,,,črna,,,,siva,0,55,19,145
716736132198,Polaroid,PLD 4076/F/S,086,ženska,sončna očala,,oglata,normalna,sijaj,vzorec,0,1,najlon,,,havana,,,,rjava,1,53,19,145
716736305158,Polaroid,PLD 4096/S/X,XYO,ženska,sončna očala,,oglata,normalna,sijaj,vzorec,0,1,acetat,,,siva,,,,siva,1,51,15,140
716736319520,Polaroid,PLD 4101/F/S,807,ženska,sončna očala,,oglata,normalna,sijaj,,0,1,najlon,,,črna,,,,siva,1,55,17,140
716736019864,Tommy Hilfiger,TH 1556/S,08A,moška,sončna očala,,oglata,normalna,mat,,0,1,najlon,,,črna,,,,siva,0,56,17,145
716736019888,Tommy Hilfiger,TH 1556/S,D51,moška,sončna očala,,oglata,normalna,mat,,0,1,najlon,,,črna,,,,siva,0,54,16,140
716736075396,Tommy Hilfiger,TH 1601/G/S,086,ženska,sončna očala,,oglata,normalna,sijaj,vzorec,0,1,najlon,,,havana,,,,rjava,0,52,16,145
716736178325,Tommy Hilfiger,TH 1648/S,J5G,ženska,sončna očala,,oglata,tanka,sijaj,,0,1,monel,,,zlata,,,,siva,0,55,18,145
716736124308,Tommy Hilfiger,TH 1652/G/S,PJP,moška,sončna očala,,oglata,normalna,sijaj,,0,1,najlon,,,modra,,,,modra,0,56,18,145
716736200507,Tommy Hilfiger,TH 1670/S,807,ženska,sončna očala,,mačja,normalna,sijaj,,0,1,acetat,,,črna,,,,siva,0,54,18,145
716736197685,Tommy Hilfiger,TH 1672/S,R80,moška,sončna očala,,oglata,tanka,mat,,0,1,monel,,,siva,,,,zelena,0,55,16,145
716736193625,Tommy Hilfiger,TH 1675/S,IPQ,moška,sončna očala,,oglata,normalna,mat,,0,1,najlon,,,modra,,,,modra,0,48,21,145
716736193663,Tommy Hilfiger,TH 1679/F/S,8RU,moška,sončna očala,,oglata,normalna,sijaj,,0,1,najlon,,,modra,,,,vijolična,0,55,16,145
716736227900,Tommy Hilfiger,TH 1711/S,01Q,ženska,sončna očala,,okrogla,tanka,sijaj,,0,1,monel,,,zlata,,,,rjava,0,55,18,145
716736227429,Tommy Hilfiger,TH 1712/S,4C3,unisex,sončna očala,,oglata,normalna,sijaj,,0,1,acetat,,,zelena,,,,siva,0,54,15,145
716736227528,Tommy Hilfiger,TH 1713/S,807,unisex,sončna očala,,okrogla,normalna,sijaj,,0,1,acetat,,,črna,,,,modra,0,55,18,145
716736227511,Tommy Hilfiger,TH 1713/S,086,unisex,sončna očala,,okrogla,normalna,sijaj,vzorec,0,1,acetat,,,havana,,,,zelena,0,49,20,145
716736227368,Tommy Hilfiger,TH 1717/S,0JU,moška,sončna očala,,oglata,normalna,sijaj,,0,1,najlon,,,modra,,,,siva,0,57,16,145
716736229508,Tommy Hilfiger,TH 1721/S,O6W,moška,sončna očala,,aviator,,mat,,0,1,najlon,,,črna,,,,siva,0,58,19,145
716736301204,Tommy Hilfiger,TH 1765/S,807,ženska,sončna očala,,oglata,normalna,sijaj,,0,1,acetat,,,črna,,,,siva,0,53,15,145
716736301143,Tommy Hilfiger,TH 1794/S,086,moška,sončna očala,,oglata,normalna,sijaj,vzorec,0,1,acetat,,,havana,,,,rjava,0,53,17,145
716736414065,Tommy Hilfiger,TH 1802/S,FLL,moška,sončna očala,,aviator,normalna,mat,,0,1,najlon,,,modra,,,,siva,0,54,20,145
716736385877,Tommy Hilfiger,TH 1803/CS,003,moška,sončna očala,,oglata,normalna,mat,,0,1,monel,,,črna,,,,siva,1,57,17,145
716736385891,Tommy Hilfiger,TH 1803/CS,VZH,moška,sončna očala,,oglata,normalna,mat,,0,1,monel,,,rjava,,,,rjava,1,57,17,145
716736359861,Tommy Hilfiger,TH 1808/S,J5G,ženska,sončna očala,,aviator,tanka,sijaj,,0,1,monel,,,zlata,,,,rjava,0,54,17,140
716736416854,Tommy Hilfiger,TH 1862/S,807,ženska,sončna očala,,oglata,normalna,sijaj,,0,1,acetat,,,črna,,,,siva,0,51,21,145
716736313771,Tommy Hilfiger,TJ 0026/S,9ZD,ženska,sončna očala,,mačja,normalna,mat,,0,1,najlon,,,rdeča,,,,siva,0,55,17,140
716736304984,Tommy Hilfiger,TJ 0030/S,7BL,unisex,sončna očala,,okrogla,tanka,mat,,0,1,monel,,,rdeča,,,,modra,0,51,15,140
716736414799,Tommy Hilfiger,TJ 0057/S,35J,unisex,sončna očala,,okrogla,normalna,sijaj,,0,1,acetat,,,roza,,,,rjava,0,55,17,140
